user,sexo,uf,idade,dias,pviews,visitas,tempo_total,device,blog_cartola,cartola_status,horas_engajamento_futebol,horas_engajamento_outros_esportes,horas_engajamento_home
57007246,NA,Mato Grosso,,5,28,6,1.1509222222036786,pc_e_m,0.03824555555979411,cartola_free,1.0574711111519073,0.0,0.05520555549197727
57007520,M,Minas Gerais,27.0,3,5,3,0.20761444442802005,pc_e_m,0.01317666663063897,cartola_free,0.19443777779738108,0.0,0.0
57007698,NA,Sao Paulo,,8,25,9,0.6696266665723589,pc_only,0.01307805551422967,cartola_free,0.1609658333328035,0.44476555559370257,0.05081722213162315
57011228,NA,Sao Paulo,,9,29,11,1.0411236110660764,pc_only,0.025561111105812922,cartola_free,0.6248861112197239,0.0,0.37817638874053955
57011790,NA,Rio de Janeiro,,2,3,2,0.07314138889312743,m_only,0.060641388893127444,cartola_free,0.0,0.0,0.0
57013182,NA,NA,,1,1,1,0.0125,pc_only,0.0125,cartola_free,0.0,0.0,0.0
57013408,NA,Sao Paulo,,11,24,17,0.8286730555693308,m_only,0.14060027778148648,cartola_free,0.2991147222121557,0.0,0.3764580555756887
57013443,M,Pernambuco,42.0,1,11,1,0.2957494444317288,pc_only,0.09462916665607028,cartola_free,0.19910694440205892,0.0,0.0020133333735995822
57013552,NA,NA,,2,7,3,0.42211222218142613,pc_e_m,0.3947063888443841,cartola_free,0.0125,0.0,0.0
57014570,NA,Sao Paulo,,2,6,2,0.028096388909551833,pc_only,0.012896388901604546,cartola_free,0.015200000007947285,0.0,0.0
57015382,NA,Parana,,3,6,3,0.16666027777724796,pc_only,0.14166027777724796,cartola_free,0.0125,0.0,0.0
57015769,M,Minas Gerais,19.0,6,10,6,0.08313583327664269,pc_only,0.03313583327664269,cartola_free,0.0125,0.0125,0.0125
57016484,M,Sao Paulo,19.0,3,21,4,0.721968055566152,pc_only,0.0125,cartola_free,0.6178338889280954,0.0,0.045603055556615195
57018655,M,Minas Gerais,25.0,5,37,7,1.7132849999268849,pc_e_m,0.03238388889365726,cartola_pro,0.9484552776813507,0.0,0.5518988888131247
57019459,NA,Mato Grosso,,3,7,3,0.46213361104329426,m_only,0.46213361104329426,cartola_pro,0.0,0.0,0.0
57019975,NA,Sao Paulo,,7,83,18,3.3543088890446557,pc_only,0.6522202779187096,cartola_free,1.8820302778482436,0.0,0.8093588888645172
57020808,NA,Parana,,15,28,18,0.846775833302074,pc_only,0.0,cartola_free,0.06474194440576765,0.37756555557250976,0.0
